Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
48201534002,14000US48201534002,"Census Tract 5340.02, Harris County, Texas","Census Tract 5340.02, Harris County, Texas",tx,140,0,ACSSF,7220,,,,,48,201,,,,534002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935,4715.477,1.258621275,5935,333,607,581,358,808,638,832,680,549,315,234,0,5935,4311,845,9,394,0,317,59,3248,1339,1909,684,195,63,9,0,1443,46,16,52,73,138,102,107,102,214,120,142,203,88,40,0,0
48201534003,14000US48201534003,"Census Tract 5340.03, Harris County, Texas","Census Tract 5340.03, Harris County, Texas",tx,140,0,ACSSF,7221,,,,,48,201,,,,534003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2763,5473.865,0.504762184,2763,227,228,307,167,217,461,581,329,174,53,19,0,2763,1176,927,0,342,0,269,49,1617,522,1095,687,219,62,20,6,747,27,35,20,56,14,42,38,23,19,70,75,133,91,87,12,5
48201534100,14000US48201534100,"Census Tract 5341, Harris County, Texas","Census Tract 5341, Harris County, Texas",tx,140,0,ACSSF,7222,,,,,48,201,,,,534100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8347,1716.685,4.862279285,8347,549,761,803,368,439,1387,1008,992,1143,528,291,78,8347,4645,878,91,1626,0,896,211,5427,1730,3697,2145,1084,210,81,26,2178,136,44,68,68,212,171,92,8,132,213,265,345,229,35,121,39
48201534201,14000US48201534201,"Census Tract 5342.01, Harris County, Texas","Census Tract 5342.01, Harris County, Texas",tx,140,0,ACSSF,7223,,,,,48,201,,,,534201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547,1888.44,1.348732118,2547,344,193,97,35,304,568,210,315,271,67,96,47,2547,1591,220,26,465,0,123,122,1574,364,1210,762,314,118,29,25,785,6,16,6,43,9,69,15,66,59,123,137,90,78,42,10,16
48201534202,14000US48201534202,"Census Tract 5342.02, Harris County, Texas","Census Tract 5342.02, Harris County, Texas",tx,140,0,ACSSF,7224,,,,,48,201,,,,534202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8805,4955.16,1.776935646,8805,590,263,578,303,771,1455,1180,1611,1137,774,113,30,8805,6341,893,0,887,0,578,106,6300,615,5685,4382,2530,743,192,29,3817,19,108,95,95,157,95,236,290,285,470,456,474,327,158,268,284
48201534203,14000US48201534203,"Census Tract 5342.03, Harris County, Texas","Census Tract 5342.03, Harris County, Texas",tx,140,0,ACSSF,7225,,,,,48,201,,,,534203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,1182.895,1.630745393,1929,119,242,241,31,105,298,315,259,112,72,62,73,1929,1126,159,21,132,0,491,0,1191,295,896,475,249,42,13,0,599,0,36,63,20,36,41,34,33,28,81,65,67,46,14,27,8
48201540100,14000US48201540100,"Census Tract 5401, Harris County, Texas","Census Tract 5401, Harris County, Texas",tx,140,0,ACSSF,7226,,,,,48,201,,,,540100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12118,1408.679,8.602384258,12118,698,1021,888,599,534,1467,1925,2278,1539,869,282,18,12118,7340,584,0,3017,0,985,192,8378,757,7621,6075,4313,1870,603,330,3945,141,49,15,61,83,36,59,118,77,254,160,308,525,287,804,968
48201540200,14000US48201540200,"Census Tract 5402, Harris County, Texas","Census Tract 5402, Harris County, Texas",tx,140,0,ACSSF,7227,,,,,48,201,,,,540200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158,3265.796,0.966992511,3158,136,286,192,100,359,482,537,339,487,192,48,0,3158,2197,274,0,279,0,386,22,2085,694,1391,889,440,126,24,4,1019,45,71,74,21,26,48,41,100,90,111,140,82,99,16,6,49
48201540501,14000US48201540501,"Census Tract 5405.01, Harris County, Texas","Census Tract 5405.01, Harris County, Texas",tx,140,0,ACSSF,7228,,,,,48,201,,,,540501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218,9381.91,0.662764847,6218,978,286,448,191,597,1269,1041,676,505,163,0,64,6218,3537,874,0,398,0,1305,104,3718,845,2873,1932,607,135,0,0,2431,0,115,227,142,268,243,257,178,156,210,101,254,105,0,97,78
48201540502,14000US48201540502,"Census Tract 5405.02, Harris County, Texas","Census Tract 5405.02, Harris County, Texas",tx,140,0,ACSSF,7229,,,,,48,201,,,,540502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203,3796.136,1.370604034,5203,384,348,192,160,347,900,581,941,722,418,124,86,5203,4449,370,42,141,0,153,48,3772,370,3402,2358,1054,218,26,9,1899,89,26,36,50,44,51,35,69,17,140,433,307,171,129,205,97
48201540601,14000US48201540601,"Census Tract 5406.01, Harris County, Texas","Census Tract 5406.01, Harris County, Texas",tx,140,0,ACSSF,7230,,,,,48,201,,,,540601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4393,5684.83,0.772758407,4393,219,262,296,178,534,679,639,780,538,152,39,77,4393,2710,915,0,387,0,279,102,2904,256,2648,1932,647,202,70,39,1398,45,2,0,22,46,32,26,55,28,88,254,275,182,104,159,80
48201540602,14000US48201540602,"Census Tract 5406.02, Harris County, Texas","Census Tract 5406.02, Harris County, Texas",tx,140,0,ACSSF,7231,,,,,48,201,,,,540602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7702,7314.014,1.053046964,7702,670,559,825,340,997,804,1359,1029,660,352,62,45,7702,4714,1330,0,303,0,523,832,4311,677,3634,2554,1075,506,258,94,2260,100,125,190,41,89,120,113,186,165,83,167,263,290,120,178,30
48201540700,14000US48201540700,"Census Tract 5407, Harris County, Texas","Census Tract 5407, Harris County, Texas",tx,140,0,ACSSF,7232,,,,,48,201,,,,540700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7391,2470.664,2.991503049,7391,389,540,374,334,892,910,1143,1047,1019,528,178,37,7391,4848,494,9,1124,0,680,236,4862,751,4111,3038,1580,590,217,79,2290,20,58,100,67,101,37,32,27,73,127,370,421,273,216,165,203
48201540800,14000US48201540800,"Census Tract 5408, Harris County, Texas","Census Tract 5408, Harris County, Texas",tx,140,0,ACSSF,7233,,,,,48,201,,,,540800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7648,2075.097,3.685610512,7648,336,805,736,565,661,1327,1098,897,810,281,116,16,7648,4597,877,110,583,0,1249,232,4545,1106,3439,2257,937,194,56,17,2407,78,66,164,103,172,26,93,204,195,390,229,329,144,117,57,40
48201540901,14000US48201540901,"Census Tract 5409.01, Harris County, Texas","Census Tract 5409.01, Harris County, Texas",tx,140,0,ACSSF,7234,,,,,48,201,,,,540901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476,4075.126,0.607588529,2476,59,137,96,70,283,339,244,309,631,209,53,46,2476,2011,139,0,317,0,9,0,1831,95,1736,1437,860,334,160,52,1011,0,4,69,23,12,0,0,45,39,57,88,67,172,64,162,209
48201540902,14000US48201540902,"Census Tract 5409.02, Harris County, Texas","Census Tract 5409.02, Harris County, Texas",tx,140,0,ACSSF,7235,,,,,48,201,,,,540902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7071,4050.379,1.745762529,7071,434,528,490,331,628,1057,1251,745,735,599,223,50,7071,4495,1324,12,848,38,192,162,4660,384,4276,3151,1691,372,79,14,2994,36,153,38,101,201,73,125,389,93,319,186,423,431,134,151,141
48201541001,14000US48201541001,"Census Tract 5410.01, Harris County, Texas","Census Tract 5410.01, Harris County, Texas",tx,140,0,ACSSF,7236,,,,,48,201,,,,541001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11563,5630.188,2.053750442,11563,772,861,759,626,1011,2175,1702,1704,1286,417,193,57,11563,6583,2432,0,1650,0,721,177,7534,781,6753,4945,2638,960,160,132,4146,218,128,127,74,80,227,257,177,187,275,510,675,435,228,370,178
48201541002,14000US48201541002,"Census Tract 5410.02, Harris County, Texas","Census Tract 5410.02, Harris County, Texas",tx,140,0,ACSSF,7237,,,,,48,201,,,,541002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8874,3199.033,2.773963431,8874,785,882,849,332,455,1193,1556,1295,752,405,189,181,8874,4744,2050,29,1239,0,134,678,5571,474,5097,4201,2600,1061,257,105,2635,34,35,29,130,146,21,28,58,68,110,312,284,380,449,279,272
48201541003,14000US48201541003,"Census Tract 5410.03, Harris County, Texas","Census Tract 5410.03, Harris County, Texas",tx,140,0,ACSSF,7238,,,,,48,201,,,,541003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14902,5340.165,2.790550381,14902,1258,1304,1492,653,1355,1537,3213,1974,1399,607,83,27,14902,8056,3308,0,1938,0,863,737,8840,426,8414,7363,4066,1338,290,204,4389,76,95,0,84,70,33,103,79,124,362,363,467,714,631,756,432
48201541100,14000US48201541100,"Census Tract 5411, Harris County, Texas","Census Tract 5411, Harris County, Texas",tx,140,0,ACSSF,7239,,,,,48,201,,,,541100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7094,5432.103,1.305940028,7094,446,563,301,474,596,838,838,1065,1244,469,233,27,7094,5184,787,0,672,0,321,130,4714,264,4450,3628,2117,609,139,62,2319,97,0,89,64,43,20,120,54,41,74,293,247,446,194,256,281
48201541201,14000US48201541201,"Census Tract 5412.01, Harris County, Texas","Census Tract 5412.01, Harris County, Texas",tx,140,0,ACSSF,7240,,,,,48,201,,,,541201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8324,4800.451,1.734003787,8324,505,426,756,580,431,724,1204,1987,1224,300,107,80,8324,6221,666,0,876,0,463,98,5626,298,5328,4501,3183,1105,291,111,3005,71,48,15,90,0,103,45,54,65,287,200,317,429,297,524,460
48201541202,14000US48201541202,"Census Tract 5412.02, Harris County, Texas","Census Tract 5412.02, Harris County, Texas",tx,140,0,ACSSF,7241,,,,,48,201,,,,541202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8708,7046.054,1.235869046,8708,922,524,529,515,712,1179,1240,1286,1227,321,155,98,8708,6664,658,62,420,0,466,438,5506,515,4991,3728,1709,410,100,8,2888,180,66,53,90,78,186,43,56,76,418,232,510,349,221,129,201
48201541203,14000US48201541203,"Census Tract 5412.03, Harris County, Texas","Census Tract 5412.03, Harris County, Texas",tx,140,0,ACSSF,7242,,,,,48,201,,,,541203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2766,4678.283,0.591242508,2766,37,160,155,202,165,290,351,373,669,249,62,53,2766,2541,32,0,127,0,53,13,2047,26,2021,1716,1090,338,54,45,1013,20,0,0,36,9,27,24,0,6,48,40,117,190,155,168,173
48201541300,14000US48201541300,"Census Tract 5413, Harris County, Texas","Census Tract 5413, Harris County, Texas",tx,140,0,ACSSF,7243,,,,,48,201,,,,541300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13447,6562.704,2.04900293,13447,875,1124,1299,1022,1602,2095,1722,1558,1611,457,61,21,13447,7153,2490,0,1139,0,2382,283,7525,2064,5461,3316,1367,331,40,21,3710,76,105,199,175,274,315,179,291,75,136,523,592,233,260,200,77
48201541400,14000US48201541400,"Census Tract 5414, Harris County, Texas","Census Tract 5414, Harris County, Texas",tx,140,0,ACSSF,7244,,,,,48,201,,,,541400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16014,9372.977,1.708528765,16014,1830,1194,1555,586,1211,2263,2874,1991,1708,615,160,27,16014,7154,3627,0,3214,0,1421,598,9638,1023,8615,6697,3800,1007,233,89,4823,108,28,57,137,299,156,124,220,108,554,779,1004,372,185,257,435
48201541500,14000US48201541500,"Census Tract 5415, Harris County, Texas","Census Tract 5415, Harris County, Texas",tx,140,0,ACSSF,7245,,,,,48,201,,,,541500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5071,4273.553,1.186600478,5071,391,498,309,297,496,854,473,651,773,259,70,0,5071,3247,440,0,830,13,361,180,3080,447,2633,1742,822,186,53,19,1540,43,38,50,67,108,37,54,38,52,144,220,303,138,163,51,34
48201541601,14000US48201541601,"Census Tract 5416.01, Harris County, Texas","Census Tract 5416.01, Harris County, Texas",tx,140,0,ACSSF,7246,,,,,48,201,,,,541601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5363,3041.875,1.763057589,5363,272,305,440,125,392,601,908,713,721,702,168,16,5363,3870,727,0,489,0,123,154,3829,268,3561,2703,1544,337,120,46,1977,50,79,101,18,11,136,89,11,40,111,216,253,239,129,255,239
48201541602,14000US48201541602,"Census Tract 5416.02, Harris County, Texas","Census Tract 5416.02, Harris County, Texas",tx,140,0,ACSSF,7247,,,,,48,201,,,,541602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10059,5139.914,1.957036867,10059,567,827,885,700,1064,1366,1366,1321,1266,579,103,15,10059,7014,1062,36,421,0,1019,507,6016,1215,4801,3156,1221,339,146,69,3110,145,98,186,184,78,98,128,134,115,463,337,389,389,139,166,61
48201541700,14000US48201541700,"Census Tract 5417, Harris County, Texas","Census Tract 5417, Harris County, Texas",tx,140,0,ACSSF,7248,,,,,48,201,,,,541700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11346,1382.797,8.205108286,11346,653,1026,853,408,1380,2732,1505,1396,889,431,29,44,11346,6730,2707,0,790,0,939,180,7026,644,6382,5154,2407,766,200,168,4257,113,68,93,68,96,292,359,315,179,462,417,793,414,318,131,139
48201541800,14000US48201541800,"Census Tract 5418, Harris County, Texas","Census Tract 5418, Harris County, Texas",tx,140,0,ACSSF,7249,,,,,48,201,,,,541800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213,3196.075,1.943946845,6213,355,449,670,204,699,1027,895,884,709,154,167,0,6213,3657,1157,64,392,0,705,238,3836,646,3190,2470,988,247,80,0,2303,83,42,170,99,202,149,14,151,85,201,177,306,166,163,175,120
48201541900,14000US48201541900,"Census Tract 5419, Harris County, Texas","Census Tract 5419, Harris County, Texas",tx,140,0,ACSSF,7250,,,,,48,201,,,,541900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6744,3164.849,2.13090717,6744,379,494,441,131,771,942,864,1307,935,115,346,19,6744,4801,1064,0,331,0,471,77,4528,302,4226,3045,1490,556,75,20,2212,70,41,88,92,28,42,181,35,12,151,175,329,242,182,134,410
48201542000,14000US48201542000,"Census Tract 5420, Harris County, Texas","Census Tract 5420, Harris County, Texas",tx,140,0,ACSSF,7251,,,,,48,201,,,,542000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15430,7405.222,2.083664866,15430,1152,1231,1239,821,1332,2834,2352,1752,1691,646,353,27,15430,10661,2113,78,1352,0,630,596,9655,1175,8480,6452,3281,819,145,105,4575,25,60,103,150,112,173,321,239,229,386,344,725,982,193,412,121
48201542101,14000US48201542101,"Census Tract 5421.01, Harris County, Texas","Census Tract 5421.01, Harris County, Texas",tx,140,0,ACSSF,7252,,,,,48,201,,,,542101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20893,5947.542,3.512879982,20893,1457,2394,2459,965,2433,2348,4206,2195,1713,577,127,19,20893,12030,5348,50,1032,0,2155,278,11185,2393,8792,5835,2447,865,54,0,5681,194,162,272,181,155,307,376,184,346,501,531,882,767,303,270,250
48201542102,14000US48201542102,"Census Tract 5421.02, Harris County, Texas","Census Tract 5421.02, Harris County, Texas",tx,140,0,ACSSF,7253,,,,,48,201,,,,542102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16351,6675.958,2.449236444,16351,1583,1258,1333,530,2422,2656,2524,2064,1197,610,139,35,16351,8901,4694,32,915,0,1268,541,9225,1140,8085,5416,2847,426,62,62,4721,193,55,118,289,127,256,313,252,226,341,422,573,933,458,42,123
48201542200,14000US48201542200,"Census Tract 5422, Harris County, Texas","Census Tract 5422, Harris County, Texas",tx,140,0,ACSSF,7254,,,,,48,201,,,,542200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21013,2285.92,9.19235842,21013,2088,2132,1749,1003,1888,3750,3731,2856,1218,376,222,0,21013,12181,5062,0,1147,0,1449,1174,12153,1872,10281,7647,3105,614,53,26,5470,59,253,22,135,178,227,56,293,192,315,789,1034,925,489,293,210
48201542301,14000US48201542301,"Census Tract 5423.01, Harris County, Texas","Census Tract 5423.01, Harris County, Texas",tx,140,0,ACSSF,7255,,,,,48,201,,,,542301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14054,6110.668,2.2999122,14054,1066,1221,1033,817,1616,1619,2649,2324,845,660,96,108,14054,9225,1742,157,722,0,1673,535,8301,1324,6977,4860,1471,395,85,62,3811,44,136,38,106,122,56,44,217,230,350,407,902,576,233,230,120
48201542302,14000US48201542302,"Census Tract 5423.02, Harris County, Texas","Census Tract 5423.02, Harris County, Texas",tx,140,0,ACSSF,7256,,,,,48,201,,,,542302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7969,4643.891,1.716017989,7969,656,840,747,358,926,1123,1378,937,494,385,66,59,7969,5103,1752,35,463,0,282,334,4442,455,3987,2958,1172,319,78,11,2366,75,16,107,63,127,60,229,109,90,122,340,273,409,192,127,27
48201542400,14000US48201542400,"Census Tract 5424, Harris County, Texas","Census Tract 5424, Harris County, Texas",tx,140,0,ACSSF,7257,,,,,48,201,,,,542400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11121,5014.999,2.217548112,11121,855,1140,799,671,1141,1799,1575,1628,1071,307,94,41,11121,7955,1127,146,373,0,961,559,6515,1162,5353,3439,903,271,123,0,3290,0,46,88,223,269,60,328,138,156,303,527,511,350,40,169,82
48201542500,14000US48201542500,"Census Tract 5425, Harris County, Texas","Census Tract 5425, Harris County, Texas",tx,140,0,ACSSF,7258,,,,,48,201,,,,542500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829,1690.825,1.673147906,2829,144,145,110,71,262,410,213,341,505,318,212,98,2829,2635,76,0,10,0,29,79,2097,72,2025,1667,860,178,30,23,1175,51,37,37,41,32,46,46,21,36,93,130,98,160,137,131,79
48201542600,14000US48201542600,"Census Tract 5426, Harris County, Texas","Census Tract 5426, Harris County, Texas",tx,140,0,ACSSF,7259,,,,,48,201,,,,542600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5565,3153.135,1.764910494,5565,394,587,495,306,254,1055,886,745,633,121,62,27,5565,4095,445,55,335,0,504,131,3529,372,3157,2406,1164,329,94,39,1682,7,7,6,8,12,6,48,77,55,242,195,161,330,325,136,67
48201542700,14000US48201542700,"Census Tract 5427, Harris County, Texas","Census Tract 5427, Harris County, Texas",tx,140,0,ACSSF,7260,,,,,48,201,,,,542700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033,2715.616,1.853354919,5033,345,299,291,201,423,555,715,834,700,409,156,105,5033,4393,403,0,21,0,106,110,3474,651,2823,1806,670,142,70,10,1646,116,90,14,27,51,124,64,44,33,149,308,290,155,29,68,84
48201542800,14000US48201542800,"Census Tract 5428, Harris County, Texas","Census Tract 5428, Harris County, Texas",tx,140,0,ACSSF,7261,,,,,48,201,,,,542800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7537,2181.737,3.454587048,7537,812,383,470,522,699,942,849,1157,1017,487,148,51,7537,6970,119,106,90,0,252,0,4651,586,4065,3066,1556,525,101,31,2432,50,19,75,34,31,52,110,37,121,226,270,471,246,263,294,133
48201542900,14000US48201542900,"Census Tract 5429, Harris County, Texas","Census Tract 5429, Harris County, Texas",tx,140,0,ACSSF,7262,,,,,48,201,,,,542900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15114,723.7124,20.88398711,15114,1035,1397,1144,922,1255,2765,2413,2139,1336,511,175,22,15114,9247,2352,309,734,0,1528,944,9361,1231,8130,5667,2505,882,268,21,4659,106,59,114,224,12,139,249,211,163,369,668,587,503,794,135,326
48201543001,14000US48201543001,"Census Tract 5430.01, Harris County, Texas","Census Tract 5430.01, Harris County, Texas",tx,140,0,ACSSF,7263,,,,,48,201,,,,543001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12087,288.1595,41.94552562,12087,1095,1056,1431,793,521,1852,2292,1561,919,477,90,0,12087,7283,2668,216,1388,0,382,150,7191,341,6850,5523,3867,1438,430,121,3598,94,23,0,91,59,126,93,60,20,219,92,477,386,562,686,610
48201543002,14000US48201543002,"Census Tract 5430.02, Harris County, Texas","Census Tract 5430.02, Harris County, Texas",tx,140,0,ACSSF,7264,,,,,48,201,,,,543002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16271,1237.001,13.15358527,16271,1742,1536,1613,904,624,2186,2723,2451,1287,897,233,75,16271,10509,2271,0,2496,0,519,476,9852,438,9414,7887,5362,1940,670,114,5061,65,47,77,75,31,152,84,86,41,152,426,763,651,700,754,957
48201543003,14000US48201543003,"Census Tract 5430.03, Harris County, Texas","Census Tract 5430.03, Harris County, Texas",tx,140,0,ACSSF,7265,,,,,48,201,,,,543003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20031,8505.594,2.355038325,20031,1781,2376,1949,926,1755,3291,3181,2151,1730,152,570,169,20031,11602,4106,109,1602,0,1987,625,11244,2027,9217,6120,3191,997,192,94,5907,241,114,58,232,232,434,340,161,240,594,1095,697,553,291,466,159
48201543100,14000US48201543100,"Census Tract 5431, Harris County, Texas","Census Tract 5431, Harris County, Texas",tx,140,0,ACSSF,7266,,,,,48,201,,,,543100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3348,68.06535,49.18801786,3348,394,237,315,289,275,411,475,365,293,182,80,32,3348,2486,181,54,3,0,563,61,1838,512,1326,775,182,51,16,0,870,11,0,31,25,40,61,0,106,48,52,118,113,91,88,28,58
48201543200,14000US48201543200,"Census Tract 5432, Harris County, Texas","Census Tract 5432, Harris County, Texas",tx,140,0,ACSSF,7267,,,,,48,201,,,,543200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7247,465.9498,15.55317785,7247,291,400,453,478,825,1098,1203,930,930,486,141,12,7247,5109,120,24,1193,0,605,196,4800,946,3854,3089,2055,678,266,144,2545,137,46,51,158,144,80,156,55,202,224,264,297,265,112,132,222
48201550100,14000US48201550100,"Census Tract 5501, Harris County, Texas","Census Tract 5501, Harris County, Texas",tx,140,0,ACSSF,7268,,,,,48,201,,,,550100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264,3905.671,1.347783851,5264,769,656,454,216,477,1234,738,348,301,62,9,0,5264,1721,2753,0,0,0,633,157,2692,844,1848,944,116,60,0,0,1881,277,264,232,257,131,175,139,90,132,100,24,50,10,0,0,0
48201550200,14000US48201550200,"Census Tract 5502, Harris County, Texas","Census Tract 5502, Harris County, Texas",tx,140,0,ACSSF,7269,,,,,48,201,,,,550200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4055,4190.906,0.967571278,4055,649,314,212,75,491,920,552,403,352,72,7,8,4055,1273,2575,0,0,0,189,18,2314,530,1784,864,197,11,11,11,1558,264,192,233,148,112,217,107,38,33,20,47,110,22,8,7,0
48201550301,14000US48201550301,"Census Tract 5503.01, Harris County, Texas","Census Tract 5503.01, Harris County, Texas",tx,140,0,ACSSF,7270,,,,,48,201,,,,550301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8028,7346.492,1.092766453,8028,978,738,785,308,796,1848,1306,716,379,71,87,16,8028,2409,4683,0,0,0,739,197,4423,821,3602,2081,516,99,14,0,3340,266,188,433,295,243,536,87,174,139,374,338,137,79,33,18,0
48201550302,14000US48201550302,"Census Tract 5503.02, Harris County, Texas","Census Tract 5503.02, Harris County, Texas",tx,140,0,ACSSF,7271,,,,,48,201,,,,550302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,3267.489,3.427096187,11198,1034,1282,784,231,1188,2283,1574,1308,805,441,186,82,11198,3481,5943,0,203,0,1152,419,6679,1440,5239,3443,1175,450,50,50,4228,273,287,238,204,337,363,98,300,274,476,344,626,164,119,66,59
48201550401,14000US48201550401,"Census Tract 5504.01, Harris County, Texas","Census Tract 5504.01, Harris County, Texas",tx,140,0,ACSSF,7272,,,,,48,201,,,,550401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13783,3578.062,3.852085415,13783,1443,1311,1007,641,1199,2912,2458,1477,850,354,131,0,13783,6179,5226,0,676,79,1198,425,8182,2398,5784,3404,1319,194,18,18,4660,405,374,405,285,344,388,193,209,265,406,382,433,266,94,153,58
48201550402,14000US48201550402,"Census Tract 5504.02, Harris County, Texas","Census Tract 5504.02, Harris County, Texas",tx,140,0,ACSSF,7273,,,,,48,201,,,,550402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10486,5760.812,1.820229669,10486,508,969,927,462,1293,1599,1633,1580,1026,323,166,0,10486,1968,7017,76,748,0,578,99,6327,1002,5325,3786,1019,335,27,16,3423,44,94,212,301,166,173,191,180,55,260,511,648,338,88,119,43
48201550500,14000US48201550500,"Census Tract 5505, Harris County, Texas","Census Tract 5505, Harris County, Texas",tx,140,0,ACSSF,7274,,,,,48,201,,,,550500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141,3635.232,1.689300491,6141,338,558,631,284,804,758,1043,731,615,203,137,39,6141,2459,2316,0,785,0,434,147,3526,854,2672,1534,521,157,7,0,1919,139,162,58,103,114,201,91,155,57,151,245,187,138,52,59,7
